,line_text
36447,hmm kevin gabe probably extreme human physique
36448,think kevin going head see kevin gabe fist bump oh god okay right right know inappropriate kevin bos something say go take gabe chain command understand
36449,sorry
36450,oh sorry
36451,thought
36452,thought
36453,well gabe asked really cool lady gaga move could catwalk tol try cry
36454,right
36455,told one cool move power like robot
36456,okay
36457,okay sorry tell first
36458,well let happen
36459,hysterical think would let happen way jose
36460,
36461,bleep gabe
36462,okay
36463,imagine crazy
36464,crazy would never care andy kevin went party
36465,look glad laugh little nervous coming work know history
36466,oh gosh people keep blowing proportion even history
36467,exactly
36468,like guy long relationship right big painful breakup know
36469,two three date
36470,two
36471,two thought three
36472,um plan third know never called back
36473,oooh handle truth laugh
36474,laughing well sound like
36475,yeah stop laughing though happened
36476,stop laughing well great wanted make sure thing weird
36477,hmm mm
36478,okay whole going head gate making people act weird chain command crumbling know happened made kevin cry gabe look like lady gaga halloween halloween day honor monster mad
36479,mad mad
36480,went head lied face head face taken beating
36481,well sorry seems way
36482,okay might help said sorry front everybody
36483,mike
36484,front
36485,made bad call fixed apologizing
36486,
36487,
36488,
36489,yes
36490,sookehhh remove teeth bill compton true blood
36491,many freakin vampire supposed care day
36492,guess could say still costume rational consumer
36493,oh
36494,stupid coupon booklet seen costume rational consumer
36495,yeah uh heard say phyllis good line
36496,okay everybody walk runway everyone vote get coupon book vote
36497,pam vote people
36498,yeah gotta get mocking darryl hey cool man work warehouse cool hip jive care nobody know happy halloween jerk
36499,still know give hint go people head
36500,michael bad idea
36501,bad idea
36502,dressing somebody mean ever worked
36503,never toss wig okay know fine darryl thank god darryl
36504,walking runway raaah wave sword
36505,present finger quote rational consumer
36506,angela nurse
36507,like tone look sold costume okay think live real world let pretend unaware sell office
36508,ask
36509,hey play ask darryl bad friend backstabs people back
36510,one question ask spirit world want u ask
36511,say
36512,aaah darryl moved moved
36513,
36514,dwight saw darryl move right
36515,let say saw exactly two wanted see
36516,know sit fence hell even sleep fence trick face post mouth
36517,one word would use describe darryl would word
36518,hand forced letter h e
36519,asset
36520,ah let go candy corn fly everywhere enough
36521,think gonna work way think
36522,hey
36523,hey
36524,party huh
36525,work hard play hard around even work hard oh something uh ever call pam back
36526,serious
36527,yeah mean saying everyone fall love anything saying know even call back
36528,know think gave number four look like eight
36529,could also called second time number right
36530,nope
36531,okay wanna know call back spent whole date talking obviously love
36532,fifty seven fifty eight
36533,wait wait moved awhile
36534,reach pull erin apple bobbing water erin
36535,two got two ate two whole apple
36536,remember talking jim
36537,tell real reason
36538,honestly want know call back date four year ago
36539,hey nice time seems rude
36540,one thing going keep gnawing like gnaw gnaw idea
36541,okay honestly call back thought seemed little dorky
36542,hey man
36543,thank thank got know thought little dorky know gibberish sound okay well excuuuuse
36544,future need get michael approval anything coming
36545,thank
36546,gonna missing good idea
36547,okay well obviously really really good idea door open
36548,good idea gonna say
36549,said one
36550,okay make one mistake fifteen year drag coal everything
36551,done
36552,oh
36553,done
36554,well
36555,ed truck hired jo promoted gabe listened ever done say ambition kept level year
36556,ohh dropping bomb right explosion noise really make think michael
36557,stop stop stop thinking thinking
36558,yeah
36559,point fact thinking stop let u think okay next time really great idea put hat erin pick hat let decide
36560,understand point hat
36561,right need hat
36562,budging hat issue
36563,okay going table hat question best idea going come make final decision period
36564,okay reserve right go jo disagree gabe
36565,okay simplify darryl brings michael michael brings one call jo
36566,unless decide want talk jo give call
36567,cool okay sorry lied
36568,sorry jerk
36569,friend fight friend fight
36570,man
36571,sometimes seems like better warehouse know
36572,freshman college worked student newspaper cornell daily sun cornell write op ed column every day bernard regard
36573,freshman year
36574,started ask big plan want become editor paper got walked right walter bernard hall actually heard eight male voice singing unencumbered instrument hooked becoming ceo company capella group come going danny bar public school
36575,got work got big plan company
36576,honest still believe call back call dork like back
36577,oh wow
36578,holding cece spinach power eat spinach popeye sound
36579,aww hero
36580,okay everyone tallied vote winner costume celebration spectacular scranton wilkes barre coupon book oscar martinez
36581,shake thing nader guy
36582,best edward james olmos costume ever seen like freaky good
36583,know lot u feeling weather lately time year according study done university arizona discovered keyboard hundred time bacteria per square inch toilet seat
36584,true true dated momma know
36585,stop
36586,breath um kay uh alright
36587,one simplest way cut spread germ use something called vampire cough
36588,di say vampire
36589,oh vampire cough would like cough elbow
36590,uh huh right ruin cloak idea expensive wool transylvania look camera cause euro
36591,well thing help cut spread disease wash hand regularly come sick
